code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.03899,中集安瑞科,2025-07-07,6.35,6.31,6.35,6.22,10.823,0.00125,2526000,15863480.0,-0.6299212598425202,6.35
HK.03899,中集安瑞科,2025-07-08,6.31,6.26,6.32,6.23,10.737,0.00113,2284000,14305300.0,-0.7923930269413602,6.31
HK.03899,中集安瑞科,2025-07-09,6.3,6.26,6.3,6.21,10.737,0.00066,1344000,8395320.0,0.0,6.26
HK.03899,中集安瑞科,2025-07-10,6.28,6.28,6.3,6.24,10.771,0.0013,2632000,16496300.0,0.3194888178913812,6.26
HK.03899,中集安瑞科,2025-07-11,6.31,6.42,6.54,6.31,11.012,0.00195,3951626,25515367.0,2.2292993630573195,6.28
HK.03899,中集安瑞科,2025-07-14,6.43,6.53,6.54,6.41,11.2,0.0014,2848005,18455102.0,1.7133956386292886,6.42
HK.03899,中集安瑞科,2025-07-15,6.5,6.54,6.55,6.42,11.217,0.00159,3230877,21023266.0,0.15313935681469812,6.53
HK.03899,中集安瑞科,2025-07-16,6.55,6.49,6.64,6.48,11.132,0.00228,4634000,30416373.0,-0.7645259938837894,6.54
HK.03899,中集安瑞科,2025-07-17,6.47,6.47,6.51,6.44,11.097,0.00096,1949876,12628406.0,-0.30816640986133226,6.49
HK.03899,中集安瑞科,2025-07-18,6.49,6.47,6.57,6.47,11.097,0.00113,2284000,14878220.0,0.0,6.47
HK.03899,中集安瑞科,2025-07-21,6.48,6.68,6.7,6.48,11.457,0.00189,3826004,25195865.0,3.2457496136012365,6.47
HK.03899,中集安瑞科,2025-07-22,6.65,6.83,6.87,6.65,11.715,0.00155,3144000,21326262.0,2.2455089820359335,6.68
HK.03899,中集安瑞科,2025-07-23,6.9,6.76,6.98,6.72,11.595,0.00173,3508000,23808840.0,-1.0248901903367538,6.83
HK.03899,中集安瑞科,2025-07-24,6.76,6.92,6.92,6.75,11.869,0.00104,2112000,14482914.0,2.3668639053254457,6.76
HK.03899,中集安瑞科,2025-07-25,7.0,6.75,7.05,6.72,11.578,0.00134,2728000,18617520.0,-2.4566473988439297,6.92
HK.03899,中集安瑞科,2025-07-28,6.77,6.8,6.87,6.75,11.663,0.00084,1700000,11557391.0,0.740740740740738,6.75
HK.03899,中集安瑞科,2025-07-29,6.8,6.88,6.92,6.68,11.801,0.00168,3402183,23096425.0,1.176470588235295,6.8
HK.03899,中集安瑞科,2025-07-30,6.84,6.84,6.95,6.79,11.732,0.00092,1858000,12789850.0,-0.5813953488372098,6.88
HK.03899,中集安瑞科,2025-07-31,6.8,6.7,6.81,6.66,11.492,0.00062,1251704,8419118.0,-2.0467836257309897,6.84
HK.03899,中集安瑞科,2025-08-01,6.75,6.61,6.79,6.61,11.337,0.00058,1178000,7895556.0,-1.3432835820895501,6.7
HK.03899,中集安瑞科,2025-08-04,6.61,6.65,6.68,6.57,11.406,0.00093,1884226,12489598.0,0.6051437216338886,6.61
HK.03899,中集安瑞科,2025-08-05,6.65,6.61,6.66,6.6,11.337,0.00051,1030000,6816908.0,-0.6015037593984968,6.65
HK.03899,中集安瑞科,2025-08-06,6.61,6.65,6.71,6.6,11.406,0.00073,1484000,9868580.0,0.6051437216338886,6.61
HK.03899,中集安瑞科,2025-08-07,6.66,6.68,6.76,6.63,11.457,0.00151,3069265,20508900.0,0.4511278195488626,6.65
HK.03899,中集安瑞科,2025-08-08,6.7,6.78,6.8,6.6,11.629,0.00131,2650000,17791540.0,1.4970059880239601,6.68
HK.03899,中集安瑞科,2025-08-11,6.78,6.79,6.83,6.69,11.646,0.00135,2730000,18425730.0,0.14749262536872842,6.78
HK.03899,中集安瑞科,2025-08-12,6.8,6.75,6.8,6.7,11.578,0.00058,1172000,7898200.0,-0.5891016200294555,6.79
HK.03899,中集安瑞科,2025-08-13,6.75,6.75,6.87,6.73,11.578,0.00211,4277000,29054790.0,0.0,6.75
HK.03899,中集安瑞科,2025-08-14,6.76,6.6,6.77,6.54,11.32,0.00213,4320715,28613231.0,-2.2222222222222276,6.75
HK.03899,中集安瑞科,2025-08-15,6.6,6.64,6.64,6.5,11.389,0.00194,3928000,25885390.0,0.6060606060606066,6.6
HK.03899,中集安瑞科,2025-08-18,6.67,6.68,6.75,6.6,11.457,0.00185,3756000,25106880.0,0.6024096385542175,6.64
HK.03899,中集安瑞科,2025-08-19,6.66,6.62,6.69,6.59,11.355,0.00097,1964480,13014168.0,-0.8982035928143655,6.68
HK.03899,中集安瑞科,2025-08-20,6.58,6.61,6.61,6.53,11.337,0.0005,1020000,6700260.0,-0.1510574018126856,6.62
HK.03899,中集安瑞科,2025-08-21,6.62,6.66,6.7,6.61,11.423,0.0004,816000,5432700.0,0.7564296520423573,6.61
HK.03899,中集安瑞科,2025-08-22,6.69,6.99,7.04,6.69,11.989,0.00494,10014000,69326480.0,4.954954954954956,6.66
HK.03899,中集安瑞科,2025-08-25,6.99,7.12,7.23,6.99,12.212,0.00194,3932000,27998410.0,1.8597997138769653,6.99
HK.03899,中集安瑞科,2025-08-26,7.2,7.16,7.2,7.05,12.281,0.00107,2173950,15480843.0,0.5617977528089892,7.12
HK.03899,中集安瑞科,2025-08-27,7.2,7.11,7.32,7.06,12.195,0.00254,5155800,36984466.0,-0.6983240223463663,7.16
HK.03899,中集安瑞科,2025-08-28,7.12,7.17,7.23,7.01,12.298,0.00271,5494000,39147340.0,0.843881856540079,7.11
HK.03899,中集安瑞科,2025-08-29,7.28,7.22,7.32,7.17,12.384,0.00226,4574000,33106316.0,0.6973500697350046,7.17
HK.03899,中集安瑞科,2025-09-01,7.27,7.09,7.27,7.05,12.161,0.00236,4793269,34117041.0,-1.800554016620497,7.22
HK.03899,中集安瑞科,2025-09-02,7.09,7.05,7.12,6.95,12.092,0.00104,2116000,14866970.0,-0.5641748942172078,7.09
HK.03899,中集安瑞科,2025-09-03,7.08,7.07,7.09,6.93,12.126,0.00119,2406000,16872648.0,0.2836879432624179,7.05
HK.03899,中集安瑞科,2025-09-04,7.06,6.99,7.06,6.95,11.989,0.00104,2100000,14681874.0,-1.1315417256011324,7.07
HK.03899,中集安瑞科,2025-09-05,7.05,7.02,7.09,6.92,12.041,0.0014,2830000,19851080.0,0.429184549356214,6.99
HK.03899,中集安瑞科,2025-09-08,7.03,7.1,7.1,6.98,12.178,0.00097,1971996,13910917.0,1.1396011396011407,7.02
HK.03899,中集安瑞科,2025-09-09,7.2,7.05,7.2,7.02,12.092,0.00075,1520500,10757805.0,-0.7042253521126736,7.1
HK.03899,中集安瑞科,2025-09-10,7.12,7.08,7.12,6.97,12.144,0.00069,1396529,9821420.0,0.4255319148936206,7.05
HK.03899,中集安瑞科,2025-09-11,7.03,7.43,7.44,7.03,12.744,0.00424,8608800,62819982.0,4.943502824858752,7.08
HK.03899,中集安瑞科,2025-09-12,7.51,7.53,7.76,7.48,12.915,0.00369,7484500,56904760.0,1.3458950201884325,7.43
HK.03899,中集安瑞科,2025-09-15,7.56,7.64,7.77,7.54,13.104,0.00216,4375813,33547448.0,1.4608233731739633,7.53
HK.03899,中集安瑞科,2025-09-16,7.62,7.6,7.67,7.53,13.036,0.00147,2974000,22561326.0,-0.5235602094240842,7.64
HK.03899,中集安瑞科,2025-09-17,7.55,8.09,8.09,7.55,13.876,0.00461,9355545,73994367.0,6.447368421052635,7.6
HK.03899,中集安瑞科,2025-09-18,8.09,7.69,8.09,7.63,13.19,0.00234,4749600,36912918.0,-4.9443757725587085,8.09
HK.03899,中集安瑞科,2025-09-19,7.69,7.8,7.91,7.63,13.379,0.00286,5794000,45025416.0,1.4304291287386142,7.69
HK.03899,中集安瑞科,2025-09-22,7.8,7.72,7.82,7.61,13.241,0.00125,2526000,19492240.0,-1.0256410256410264,7.8
HK.03899,中集安瑞科,2025-09-23,7.85,7.75,7.85,7.62,13.293,0.00113,2294000,17641426.0,0.3886010362694333,7.72
HK.03899,中集安瑞科,2025-09-24,7.75,7.87,7.92,7.66,13.499,0.00125,2531050,19819439.0,1.5483870967741948,7.75
HK.03899,中集安瑞科,2025-09-25,7.83,7.9,7.93,7.83,13.55,0.0013,2628000,20741560.0,0.381194409148669,7.87
HK.03899,中集安瑞科,2025-09-26,7.88,7.85,8.01,7.71,13.464,0.0024,4877595,38372934.0,-0.6329113924050722,7.9
HK.03899,中集安瑞科,2025-09-29,7.88,8.09,8.22,7.88,13.876,0.00226,4591500,37223705.0,3.057324840764334,7.85
HK.03899,中集安瑞科,2025-09-30,8.18,8.04,8.18,7.97,13.79,0.00331,6715348,53839833.0,-0.6180469715698481,8.09
HK.03899,中集安瑞科,2025-10-02,8.0,8.0,8.08,7.97,13.722,0.00045,904886,7249889.0,-0.4975124378109347,8.04
HK.03899,中集安瑞科,2025-10-03,7.94,8.22,8.22,7.94,14.099,0.00088,1775099,14433910.0,2.750000000000008,8.0
HK.03899,中集安瑞科,2025-10-06,8.16,8.14,8.29,8.1,13.962,0.00072,1468037,11972323.0,-0.9732360097323608,8.22
HK.03899,中集安瑞科,2025-10-08,8.1,8.15,8.25,8.0,13.979,0.00122,2472122,20048585.0,0.12285012285012023,8.14
HK.03899,中集安瑞科,2025-10-09,8.16,8.13,8.23,8.02,13.945,0.00161,3269000,26509905.0,-0.24539877300612972,8.15
HK.03899,中集安瑞科,2025-10-10,8.1,8.06,8.1,7.95,13.825,0.00126,2558000,20581220.0,-0.8610086100861043,8.13
HK.03899,中集安瑞科,2025-10-13,7.94,8.05,8.05,7.51,13.807,0.00203,4122000,32513300.0,-0.12406947890818594,8.06
HK.03899,中集安瑞科,2025-10-14,8.06,7.9,8.21,7.87,13.55,0.00174,3520463,28182981.0,-1.863354037267085,8.05
HK.03899,中集安瑞科,2025-10-15,7.91,8.0,8.0,7.82,13.722,0.00303,6152888,48882453.0,1.265822784810122,7.9
HK.03899,中集安瑞科,2025-10-16,8.07,8.2,8.24,7.95,14.065,0.00105,2131339,17437556.0,2.499999999999991,8.0
HK.03899,中集安瑞科,2025-10-17,8.19,7.83,8.3,7.81,13.43,0.00229,4637156,37057320.0,-4.51219512195121,8.2
HK.03899,中集安瑞科,2025-10-20,7.83,7.95,7.95,7.83,13.636,0.00154,3120390,24639279.0,1.5325670498084305,7.83
HK.03899,中集安瑞科,2025-10-21,7.85,7.99,8.13,7.85,13.704,0.00084,1702000,13673898.0,0.5031446540880508,7.95
HK.03899,中集安瑞科,2025-10-22,8.0,7.88,8.0,7.8,13.516,0.00151,3068000,24045650.0,-1.376720901126412,7.99
HK.03899,中集安瑞科,2025-10-23,7.9,7.92,7.94,7.7,13.584,0.00113,2302000,17981076.0,0.5076142131979701,7.88
HK.03899,中集安瑞科,2025-10-24,7.81,7.89,7.98,7.81,13.533,0.00115,2340000,18473130.0,-0.3787878787878819,7.92
HK.03899,中集安瑞科,2025-10-27,7.99,8.03,8.2,7.92,13.773,0.00089,1805514,14431911.0,1.7743979721165992,7.89
HK.03899,中集安瑞科,2025-10-28,7.88,7.79,8.03,7.7,13.361,0.00187,3787014,29454670.0,-2.9887920298879123,8.03
HK.03899,中集安瑞科,2025-10-30,7.8,7.56,7.85,7.51,12.967,0.00194,3931314,29927563.0,-2.952503209242624,7.79
HK.03899,中集安瑞科,2025-10-31,7.56,7.5,7.6,7.45,12.864,0.00131,2667032,20071880.0,-0.7936507936507886,7.56
HK.03899,中集安瑞科,2025-11-03,7.53,7.54,7.56,7.47,12.933,0.0007,1428437,10732230.0,0.5333333333333339,7.5
HK.03899,中集安瑞科,2025-11-04,7.51,7.4,7.6,7.39,12.692,0.00094,1906452,14232860.0,-1.8567639257294388,7.54
HK.03899,中集安瑞科,2025-11-05,7.32,7.44,7.45,7.25,12.761,0.001,2028000,14924100.0,0.540540540540541,7.4
HK.03899,中集安瑞科,2025-11-06,7.36,7.5,7.54,7.36,12.864,0.00048,965585,7236907.0,0.8064516129032205,7.44
HK.03899,中集安瑞科,2025-11-07,7.48,7.45,7.48,7.36,12.778,0.00058,1172424,8687924.0,-0.6666666666666643,7.5
HK.03899,中集安瑞科,2025-11-10,7.6,7.45,7.6,7.34,12.778,0.00068,1386000,10242780.0,0.0,7.45
HK.03899,中集安瑞科,2025-11-11,7.49,7.42,7.52,7.37,12.727,0.00029,592793,4405179.0,-0.4026845637583926,7.45
HK.03899,中集安瑞科,2025-11-12,7.46,7.45,7.48,7.38,12.778,0.00037,754432,5609618.0,0.4043126684636152,7.42
HK.03899,中集安瑞科,2025-11-13,7.55,7.54,7.55,7.41,12.933,0.00044,886000,6612282.0,1.2080536912751658,7.45
HK.03899,中集安瑞科,2025-11-14,7.53,7.58,7.58,7.35,13.001,0.00074,1496094,11178629.0,0.5305039787798413,7.54
HK.03899,中集安瑞科,2025-11-17,7.58,7.71,7.71,7.56,13.224,0.00038,763757,5828465.0,1.71503957783641,7.58
HK.03899,中集安瑞科,2025-11-18,7.66,7.94,8.15,7.66,13.619,0.00233,4729000,37809080.0,2.9831387808041563,7.71
HK.03899,中集安瑞科,2025-11-19,7.94,7.91,7.98,7.8,13.567,0.0013,2645200,20869970.0,-0.3778337531486177,7.94
HK.03899,中集安瑞科,2025-11-20,7.97,7.86,7.97,7.8,13.481,0.00079,1609174,12659072.0,-0.6321112515802758,7.91
HK.03899,中集安瑞科,2025-11-21,7.84,7.65,7.84,7.64,13.121,0.00091,1852000,14280238.0,-2.6717557251908395,7.86
HK.03899,中集安瑞科,2025-11-24,7.7,7.86,7.88,7.5,13.481,0.00258,5227230,40335412.0,2.7450980392156854,7.65
HK.03899,中集安瑞科,2025-11-25,7.95,7.87,7.98,7.79,13.499,0.00236,4795368,37784883.0,0.12722646310432298,7.86
HK.03899,中集安瑞科,2025-11-26,7.87,8.07,8.11,7.85,13.842,0.0013,2644000,21146922.0,2.5412960609911077,7.87
HK.03899,中集安瑞科,2025-11-27,7.91,7.97,8.1,7.91,13.67,0.00073,1488000,11913520.0,-1.2391573729863758,8.07
HK.03899,中集安瑞科,2025-11-28,8.05,7.99,8.05,7.93,13.704,0.00035,702000,5603100.0,0.2509410288582241,7.97
HK.03899,中集安瑞科,2025-12-01,8.0,8.21,8.21,8.0,14.082,0.00161,3275078,26697750.0,2.753441802252824,7.99
HK.03899,中集安瑞科,2025-12-02,8.25,8.15,8.25,8.09,13.979,0.00049,993263,8090281.0,-0.7308160779537209,8.21
HK.03899,中集安瑞科,2025-12-03,8.06,8.09,8.18,8.01,13.876,0.00057,1147500,9290982.0,-0.736196319018411,8.15
HK.03899,中集安瑞科,2025-12-04,8.16,8.28,8.37,8.11,14.202,0.00142,2872000,23816246.0,2.348578491965383,8.09
HK.03899,中集安瑞科,2025-12-05,8.28,8.12,8.28,8.12,13.927,0.00151,3062225,25006968.0,-1.932367149758456,8.28
HK.03899,中集安瑞科,2025-12-08,8.15,8.19,8.23,8.07,14.048,0.00088,1782056,14491678.0,0.862068965517245,8.12
HK.03899,中集安瑞科,2025-12-09,8.19,8.11,8.19,8.05,13.91,0.00091,1854955,15000581.0,-0.9768009768009777,8.19
HK.03899,中集安瑞科,2025-12-10,8.04,8.02,8.04,7.84,13.756,0.00104,2103071,16727585.0,-1.109741060419234,8.11
HK.03899,中集安瑞科,2025-12-11,7.92,7.86,8.09,7.84,13.481,0.00109,2210000,17456940.0,-1.9950124688279212,8.02
HK.03899,中集安瑞科,2025-12-12,7.86,8.04,8.04,7.86,13.79,0.00067,1355000,10809320.0,2.2900763358778478,7.86
HK.03899,中集安瑞科,2025-12-15,8.06,8.2,8.28,7.91,14.065,0.00192,3896000,31843660.0,1.9900497512437831,8.04
HK.03899,中集安瑞科,2025-12-16,8.17,8.16,8.23,7.9,13.996,0.00205,4160000,33493360.0,-0.48780487804877015,8.2
HK.03899,中集安瑞科,2025-12-17,8.18,8.18,8.19,8.05,14.03,0.0008,1621486,13194769.0,0.24509803921568107,8.16
HK.03899,中集安瑞科,2025-12-18,8.16,8.22,8.23,8.04,14.099,0.00082,1654784,13520159.0,0.4889975550122362,8.18
HK.03899,中集安瑞科,2025-12-19,8.2,8.24,8.32,8.16,14.133,0.00089,1798511,14861700.0,0.24330900243308481,8.22
HK.03899,中集安瑞科,2025-12-22,8.23,8.29,8.29,8.15,14.219,0.00093,1880000,15481988.0,0.6067961165048414,8.24
HK.03899,中集安瑞科,2025-12-23,8.3,8.88,9.05,8.28,15.231,0.00639,12961500,114417870.0,7.117008443908343,8.29
HK.03899,中集安瑞科,2025-12-24,9.0,8.75,9.0,8.65,15.008,0.00163,3303745,28950087.0,-1.4639639639639725,8.88
HK.03899,中集安瑞科,2025-12-29,8.75,8.89,8.95,8.64,15.248,0.00306,6216000,55031460.0,1.6000000000000065,8.75
HK.03899,中集安瑞科,2025-12-30,8.9,9.41,9.6,8.9,16.14,0.00704,14288064,133481559.0,5.84926884139482,8.89
