code,name,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.LIST23593,机器人概念股,2025-07-07,2440.258587262,2438.645890044,2457.763495103,2410.891412029,0.0,0.0,349102269,12381586646.0,-0.3935843818188061,2448.281945404
HK.LIST23593,机器人概念股,2025-07-08,2445.031123896,2479.394857607,2485.374395815,2439.183530426,0.0,0.0,435550261,14542149762.0,1.670966979230622,2438.645890044
HK.LIST23593,机器人概念股,2025-07-09,2471.400050749,2445.262001836,2484.163959194,2436.392479037,0.0,0.0,561700580,14202150161.0,-1.376660747128588,2479.394857607
HK.LIST23593,机器人概念股,2025-07-10,2452.951591229,2437.331310445,2460.460298433,2429.023322727,0.0,0.0,458218423,14130852995.0,-0.32432890156741095,2445.262001836
HK.LIST23593,机器人概念股,2025-07-11,2451.634800857,2462.28344391,2492.470243197,2451.634800857,0.0,0.0,595655971,17622074124.0,1.0237481198419691,2437.331310445
HK.LIST23593,机器人概念股,2025-07-14,2465.184743364,2469.208358008,2477.176892231,2453.433793206,0.0,0.0,574425066,13370463121.0,0.2812395183473729,2462.28344391
HK.LIST23593,机器人概念股,2025-07-15,2471.637399228,2495.917939804,2509.974384549,2446.676063005,0.0,0.0,626120781,18769350184.0,1.0817062768063803,2469.208358008
HK.LIST23593,机器人概念股,2025-07-16,2508.777988433,2489.93329614,2521.536690825,2486.367379489,0.0,0.0,656103944,16123005810.0,-0.23977726064463462,2495.917939804
HK.LIST23593,机器人概念股,2025-07-17,2490.622171734,2489.051339131,2495.074852065,2468.789162706,0.0,0.0,771348836,21004833084.0,-0.035420909080866085,2489.93329614
HK.LIST23593,机器人概念股,2025-07-18,2501.83456007,2512.204247452,2514.047449413,2481.723209154,0.0,0.0,599135362,16077157683.0,0.9301900670752402,2489.051339131
HK.LIST23593,机器人概念股,2025-07-21,2511.61591071,2536.06202545,2545.821612032,2509.175700938,0.0,0.0,729823661,18572703959.0,0.9496750919913378,2512.204247452
HK.LIST23593,机器人概念股,2025-07-22,2541.070067541,2540.404877837,2548.200091598,2525.6092084,0.0,0.0,597021842,17416392146.0,0.17124393423420403,2536.06202545
HK.LIST23593,机器人概念股,2025-07-23,2562.094810514,2571.597579135,2582.426847066,2535.02767693,0.0,0.0,578358683,18607329724.0,1.2278633839090507,2540.404877837
HK.LIST23593,机器人概念股,2025-07-24,2565.373574315,2585.388688986,2603.643587656,2565.373574315,0.0,0.0,908560487,24421136135.0,0.5362856911554079,2571.597579135
HK.LIST23593,机器人概念股,2025-07-25,2583.765029604,2576.461407189,2584.293459461,2549.508398232,0.0,0.0,703484752,24098386514.0,-0.3452974724857056,2585.388688986
HK.LIST23593,机器人概念股,2025-07-28,2584.295196873,2564.274425894,2584.295196873,2552.0593535,0.0,0.0,560448252,17936691965.0,-0.4730123750736198,2576.461407189
HK.LIST23593,机器人概念股,2025-07-29,2559.884643779,2538.090906438,2559.884643779,2496.74426058,0.0,0.0,696213003,24547386320.0,-1.021088819184078,2564.274425894
HK.LIST23593,机器人概念股,2025-07-30,2522.55940207,2487.826799525,2525.667788347,2476.398362682,0.0,0.0,665353999,23429619952.0,-1.980390331390513,2538.090906438
HK.LIST23593,机器人概念股,2025-07-31,2477.645128897,2438.345398499,2488.843794501,2433.043880236,0.0,0.0,671554887,24289610090.0,-1.9889407508371242,2487.826799525
HK.LIST23593,机器人概念股,2025-08-01,2430.660065787,2426.080731597,2462.107961525,2417.73394028,0.0,0.0,471834353,15967321475.0,-0.5029913690468112,2438.345398499
HK.LIST23593,机器人概念股,2025-08-04,2420.385742232,2480.875103159,2491.220453902,2420.369630062,0.0,0.0,500528013,17185946689.0,2.2585551605255443,2426.080731597
HK.LIST23593,机器人概念股,2025-08-05,2490.723569868,2492.246839497,2517.024244529,2483.991495395,0.0,0.0,563934513,16916970108.0,0.45837601109060355,2480.875103159
HK.LIST23593,机器人概念股,2025-08-06,2492.533735884,2510.017029066,2519.335793956,2475.321102545,0.0,0.0,578792705,17072685543.0,0.7130188425712368,2492.246839497
HK.LIST23593,机器人概念股,2025-08-07,2479.513047899,2479.554612156,2491.764180384,2449.029255454,0.0,0.0,792343037,30787955695.0,-1.2136338740831218,2510.017029066
HK.LIST23593,机器人概念股,2025-08-08,2452.872952713,2435.646371966,2461.48308159,2431.204398801,0.0,0.0,740262779,26361277850.0,-1.7708115794159225,2479.554612156
HK.LIST23593,机器人概念股,2025-08-11,2441.213618477,2438.84061593,2454.427423991,2421.78686474,0.0,0.0,595434011,21026421862.0,0.1311456375919383,2435.646371966
HK.LIST23593,机器人概念股,2025-08-12,2433.985351818,2472.275825883,2482.914846906,2422.250949731,0.0,0.0,547224510,20303720302.0,1.3709469054520538,2438.84061593
HK.LIST23593,机器人概念股,2025-08-13,2486.436815797,2524.760888396,2528.286742246,2477.674281129,0.0,0.0,593212645,21379843869.0,2.1229452621555533,2472.275825883
